17;50;33;987;0;0;0;0;0;0;0;0;0;0.0195503;0.00977517;0;0.0195503;0;0;0;
17;50;38;381;0;0;0;0.0195503;0;0;0;0;0;0;0;0;0;0;0.0195503;0;
17;50;42;776;0;0;0;0;0;0;0.0195503;0;0;0;0;0;0;0;0;0;
17;50;47;170;0.0195503;0.0195503;0;0.0195503;0;0;0.0195503;0;0;0;0;0;0;0;0;0;
17;50;51;565;0;0.0195503;0;0.0195503;0;0;0.0195503;0;0.0195503;0.0195503;0.00977517;0;0;0;0;0;
17;50;55;961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;51;0;355;0;0;0;0;0;0;0.0195503;0;0;0;0;0;0;0;0;0;
17;51;4;751;0.0195503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;51;9;144;0;0;0;0;0;0;0;0;0;0.0195503;0;0;0;0;0;0;
17;51;13;540;0;0;0;0;0;0;0;0;0;0;0;0.0195503;0;0;0.0195503;0.0195503;
17;51;17;935;0;0;0;0;0;0;0;0;0;0;0;0;0.00977517;0.00977517;0.00977517;0.00977517;
17;51;22;329;0;0.0195503;0;0;0;0;0.0195503;0;0;0;0;0;0;0;0.0195503;0;
17;51;26;725;0;0;0;0;0;0;0;0;0;0.0195503;0.00977517;0;0;0;0;0;
17;51;31;118;0;0;0;0;0;0;0;0;0;0.0195503;0;0;0;0.00977517;0.00977517;0.00977517;
17;51;35;514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0195503;0;
17;51;39;909;0.0195503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;51;44;303;0;0;0;0;0;0;0.0195503;0;0;0.0195503;0.00977517;0.00977517;0.00977517;0.00977517;0.00977517;0.00977517;
17;51;48;698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;51;53;92;0;0;0;0;0;0;0;0.0195503;0;0;0;0.00977517;0.00977517;0.00977517;0.00977517;0.00977517;
17;51;57;487;0.0195503;0.0195503;0;0.0195503;0;0;0.0195503;0;0.0195503;0;0;0.0195503;0.0195503;0;0.0195503;0;
17;52;2;885;0;0;0;0;0;0;0;0;0;0;0;0.0195503;0;0;0;0;
17;52;6;276;0;0;0;0;0;0.0195503;0;0;0;0;0;0;0.0195503;0;0;0.0195503;
17;52;10;672;0;0;0;0;0;0;0;0;0;0;0;0;0.0195503;0;0;0;
17;52;15;65;0.0195503;0;0;0.0195503;0;0;0;0;0;0;0;0;0;0;0;0;
17;52;19;460;0.0195503;0;0;0;0;0.0195503;0.0195503;0.0195503;0.0195503;0.0195503;0.00977517;0.00977517;0.00977517;0.00977517;0.00977517;0.00977517;
17;52;23;856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;52;28;249;0;0;0;0;0;0;0;0;0;0;0;0.00977517;0.00977517;0.00977517;0.00977517;0.00977517;
17;52;32;645;0.0195503;0;0;0;0;0;0.0195503;0;0;0;0;0;0;0;0;0;
17;52;37;38;0;0;0;0;0;0;0;0;0;0.0195503;0;0;0;0;0.0195503;0;
17;52;41;433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;52;45;829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;52;50;223;0.0195503;0;0;0;0;0;0;0;0;0;0;0;0.0195503;0;0;0;
17;52;54;618;0;0;0;0;0;0;0;0;0;0.0195503;0;0;0;0;0;0;
17;52;59;12;0;0;0;0;0;0;0;0;0;0;0.0195503;0;0;0;0;0;
17;53;3;407;0;0;0;0;0;0;0.0195503;0;0;0;0;0;0;0;0;0;
17;53;7;803;0.0195503;0;0;0;0;0;0.0195503;0;0;0;0;0;0;0;0;0;
17;53;12;197;0;0;0;0;0.0195503;0;0;0;0;0.0195503;0;0;0;0;0.0195503;0;
17;53;16;592;0.0195503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0195503;
17;53;20;988;0;0;0;0;0;0;0;0;0.0195503;0;0;0;0;0;0;0;
17;53;25;381;0.0195503;0;0;0.0195503;0;0;0.0195503;0;0;0;0;0;0.0195503;0;0;0;
17;53;29;777;0;0;0;0;0;0;0.0195503;0;0;0.0195503;0.00977517;0;0;0;0;0;
17;53;34;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;53;38;565;0;0;0;0;0;0;0.0195503;0;0;0;0;0;0;0;0;0;
17;53;42;961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;53;47;355;0;0;0;0;0;0;0;0;0;0.0195503;0.00977517;0;0;0;0;0;
17;53;51;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0195503;0;
17;53;56;144;0;0;0;0;0;0.0195503;0;0;0;0;0;0;0.0195503;0;0;0;
17;54;1;541;0;0;0;0;0.0195503;0;0;0;0.0195503;0;0;0;0;0;0;0;
17;54;4;935;0;0;0;0;0;0;0;0;0;0.0195503;0;0;0;0;0;0;
17;54;9;328;0;0.0195503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;54;13;724;0;0;0;0;0.0195503;0;0.0195503;0;0;0;0;0;0;0;0.0195503;0;
17;54;18;118;0.0195503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;54;22;513;0;0.0195503;0;0.0195503;0;0;0.0195503;0;0.0195503;0.0195503;0.00977517;0.00977517;0.00977517;0.00977517;0.00977517;0.00977517;
17;54;26;909;0;0;0;0;0;0;0;0;0;0;0.00977517;0;0;0;0;0;
17;54;31;302;0;0;0;0;0;0;0.0195503;0;0;0;0;0;0;0;0;0;
17;54;35;698;0.0195503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;54;40;92;0;0;0;0;0;0;0.0195503;0;0;0.0195503;0.00977517;0;0;0;0;0;
17;54;44;487;0;0;0;0;0.00977517;0.00977517;0.00977517;0.00977517;0.00977517;0.00977517;0.00977517;0.00977517;0.00977517;0.00977517;0;0;
17;54;48;883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00977517;0;
17;54;53;276;0.0195503;0;0;0;0;0;0.0195503;0;0;0;0;0;0.0195503;0;0;0;
17;54;57;672;0;0;0;0;0;0;0;0;0;0.0195503;0.00977517;0;0;0;0;0;
17;55;3;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;55;7;461;0;0;0;0;0.0195503;0;0;0;0;0;0;0;0.0195503;0;0;0;
17;55;11;856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;55;16;250;0;0;0;0;0;0;0;0;0;0.0195503;0.00977517;0;0;0;0;0;
17;55;20;646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;55;25;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;55;29;435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;55;33;830;0;0;0;0;0;0;0;0;0;0.0195503;0.00977517;0;0;0;0;0;
17;55;38;224;0;0;0;0;0;0;0.0195503;0;0;0;0;0;0;0;0;0;
17;55;42;619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;55;47;13;0;0;0;0;0;0;0;0;0;0;0;0;0.0195503;0;0;0;
17;55;51;408;0;0;0;0;0;0;0;0;0;0.0195503;0.00977517;0;0;0;0;0;
17;55;55;804;0;0;0;0;0;0;0.0195503;0;0;0;0;0;0;0;0;0;
17;56;0;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;56;4;593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;56;8;989;0;0;0;0;0;0;0.0195503;0;0;0.0195503;0.00977517;0;0;0;0;0;
17;56;13;382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;56;17;778;0;0;0;0;0;0;0;0;0;0;0;0;0.0195503;0;0;0;
17;56;22;171;0.0195503;0.0195503;0;0.0195503;0;0;0.0195503;0;0;0;0;0.0195503;0.0195503;0;0;0;
17;56;26;567;0;0;0;0;0;0;0;0;0;0.0195503;0.00977517;0;0.0195503;0;0;0;
17;56;30;962;0;0;0;0;0;0;0;0;0;0.0195503;0;0;0;0;0;0.0195503;
17;56;35;356;0;0;0;0;0;0;0;0;0;0;0;0.0195503;0;0;0.0195503;0;
17;56;39;751;0.0195503;0;0;0;0;0;0;0.0195503;0;0;0;0;0;0;0;0;
17;56;44;145;0;0;0;0;0;0.0195503;0.0195503;0;0.0195503;0.0195503;0.00977517;0;0;0;0;0;
17;56;48;540;0;0;0;0.0195503;0;0;0;0;0;0;0;0;0;0;0;0;
17;56;52;936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0195503;0;
17;56;57;330;0.0195503;0;0;0;0;0;0;0;0;0.0195503;0;0;0.0195503;0;0.0195503;0;
17;57;2;727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;57;6;119;0;0.0195503;0;0;0;0;0.0195503;0;0;0;0;0;0;0.00977517;0;0;
17;57;10;514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0195503;0;
17;57;14;910;0.0195503;0;0;0.0195503;0;0;0.0195503;0;0.0195503;0;0;0;0;0;0;0;
17;57;19;304;0.0195503;0;0;0;0;0.0195503;0;0;0;0.0195503;0.00977517;0.00977517;0.00977517;0.00977517;0.00977517;0.00977517;
17;57;23;699;0;0;0;0;0;0;0.0195503;0;0;0.0195503;0;0;0;0;0.0195503;0;
17;57;28;93;0;0.0195503;0;0.0195503;0;0.0195503;0.0195503;0;0;0;0;0;0.0195503;0;0.0195503;0;
17;57;32;488;0.0195503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;57;36;884;0.0195503;0;0;0.0195503;0.0195503;0;0;0;0;0.0195503;0.00977517;0;0;0;0.0195503;0.0195503;
17;57;41;278;0;0;0;0;0;0;0;0;0.0195503;0;0.0195503;0;0;0;0;0;
17;57;45;673;0;0;0;0.0195503;0.0195503;0;0.0195503;0;0.0195503;0;0;0;0;0;0.0195503;0;
17;57;50;67;0.0195503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;57;54;462;0;0;0;0;0;0;0;0;0;0.0195503;0.00977517;0;0;0;0;0;
17;57;58;858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;58;3;252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;58;7;647;0.0195503;0;0;0;0;0;0.0195503;0;0;0.0195503;0;0;0;0;0.0195503;0;
17;58;12;41;0;0;0;0;0;0;0;0;0;0.0195503;0.00977517;0;0;0;0;0;
17;58;16;437;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00977517;0;0;
17;58;20;832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;58;25;226;0.0195503;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00977517;0;
17;58;29;622;0.0195503;0;0;0;0;0;0;0.0195503;0;0;0.0195503;0;0;0;0;0.0195503;
17;58;34;15;0;0;0;0;0;0;0.0195503;0;0;0;0;0;0;0;0;0;
17;58;38;411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;58;42;806;0.0195503;0;0;0.0195503;0;0;0;0;0;0;0;0;0;0;0;0;
17;58;47;200;0;0;0;0.0195503;0;0;0.0195503;0;0;0.0195503;0.00977517;0;0;0;0;0;
17;58;51;595;0;0;0.0195503;0;0.0195503;0;0.0195503;0;0;0.0195503;0;0;0;0;0;0;
